customer_id,registered_date,first_order_date,days_to_first_order
C150198L,13-05-2022,05-04-2022,-38
C818990L,05-07-2021,30-07-2021,25
C520904L,02-10-2021,10-06-2021,-114
C864410L,15-11-2021,08-04-2022,144
C819478L,21-07-2021,17-07-2021,-4
C675024L,26-09-2021,11-09-2021,-15
C787631L,13-11-2021,26-11-2021,13
C166448L,05-08-2021,21-08-2021,16
C125637L,05-04-2022,26-06-2022,82
C192846L,07-05-2022,07-03-2022,-61
C718296L,01-10-2021,11-03-2021,-204
C449792L,24-09-2021,13-09-2021,-11
C117684L,05-08-2021,23-08-2021,18
C508430L,19-09-2021,28-02-2022,162
C959285L,14-08-2021,01-11-2022,444
C730690L,22-10-2021,27-10-2021,5
C139143L,16-05-2022,05-09-2022,112
C924458L,03-10-2021,14-11-2021,42
C876097L,12-07-2021,07-02-2021,-155
C787119L,03-07-2022,07-03-2022,-118
C974989L,21-08-2021,13-08-2021,-8
C717559L,16-08-2022,08-08-2022,-8
C817964L,27-04-2022,07-01-2022,-110
C536852L,16-02-2022,21-02-2022,5
C191766L,05-07-2021,10-07-2021,5
C392296L,04-11-2021,22-11-2021,18
C547681L,04-09-2021,26-10-2021,52
C578500L,21-07-2021,07-06-2021,-44
C673213L,02-08-2021,14-08-2021,12
C572388L,18-09-2021,01-03-2022,164
C541439L,12-08-2021,08-09-2021,27
C490497L,20-09-2021,10-08-2021,-41
C813380L,05-04-2022,16-04-2022,11
C490081L,09-05-2022,24-05-2022,15
C652012L,17-08-2021,19-01-2022,155
C967540L,07-03-2022,03-11-2022,241
C588794L,10-10-2021,11-09-2021,-29
C444944L,10-05-2022,05-11-2022,179
C157329L,01-11-2021,22-04-2022,172
C485200L,25-11-2021,18-11-2021,-7
C410896L,15-11-2021,29-11-2021,14
C348900L,07-07-2021,07-07-2021,0
C394076L,12-10-2021,22-02-2022,133
C886572L,09-07-2021,25-07-2021,16
C233836L,20-04-2022,23-04-2022,3
C474371L,16-09-2021,09-04-2021,-160
C434751L,02-05-2022,23-05-2022,21
C246499L,24-08-2021,08-03-2021,-169
C634209L,19-02-2022,14-02-2022,-5
C985549L,06-08-2021,20-08-2021,14
C594887L,16-04-2022,05-03-2022,-42
C288152L,17-03-2022,06-01-2022,-70
C401539L,19-03-2022,03-11-2022,229
C223458L,10-08-2021,15-08-2021,5
C531212L,23-11-2021,12-06-2021,-164
C851620L,06-10-2021,25-10-2021,19
C137539L,04-09-2021,02-10-2022,393
C312237L,02-04-2022,04-10-2022,185
C221507L,17-09-2021,09-06-2021,-100
C120887L,01-07-2021,07-03-2021,-116
C508926L,20-07-2021,16-12-2021,149
C816600L,21-09-2021,22-03-2022,182
C549342L,20-05-2022,26-07-2022,67
C615063L,11-03-2022,29-03-2022,18
C578429L,08-01-2022,17-07-2022,190
C284309L,17-03-2022,24-03-2022,7
C484446L,14-10-2021,13-10-2021,-1
C662822L,24-08-2021,08-04-2021,-138
C595566L,01-10-2021,10-08-2021,-52
C927076L,07-07-2021,22-10-2021,107
C521295L,04-05-2022,27-07-2022,84
C271561L,06-03-2022,22-03-2022,16
C196616L,15-10-2021,21-10-2021,6
C654812L,15-08-2021,15-08-2021,0
C934224L,08-05-2022,05-01-2022,-123
C742165L,24-10-2021,10-03-2021,-228
C379974L,20-07-2021,27-08-2021,38
C147249L,02-03-2022,03-10-2022,215
C463487L,26-10-2021,11-08-2021,-76
C954660L,25-01-2022,01-06-2022,127
C844272L,05-05-2022,23-06-2022,49
C485651L,20-05-2022,21-05-2022,1
C850633L,20-12-2021,12-03-2021,-283
C830599L,18-11-2021,12-02-2021,-279
C776499L,22-09-2021,05-10-2022,378
C364214L,20-07-2021,16-08-2021,27
C465263L,01-02-2022,02-02-2022,1
C605426L,11-07-2021,27-07-2021,16
C835137L,22-07-2021,06-07-2022,349
C812535L,04-03-2022,04-02-2022,-28
C298284L,27-03-2022,24-03-2022,-3
C232406L,01-08-2021,12-01-2021,-201
C896007L,01-07-2021,27-07-2021,26
C550642L,11-10-2021,21-10-2021,10
C211322L,07-05-2022,26-05-2022,19
C468516L,03-02-2022,02-02-2022,-1
C409316L,21-07-2021,23-07-2021,2
C625201L,28-01-2022,01-06-2022,124
C269732L,23-09-2021,20-09-2021,-3
C239715L,13-08-2021,08-05-2021,-97
C140324L,23-12-2021,19-12-2021,-4
C120370L,02-12-2021,12-09-2021,-81
C829183L,27-05-2022,24-05-2022,-3
C283375L,22-07-2021,01-12-2022,497
C263110L,26-05-2022,14-06-2022,19
C616892L,19-07-2021,21-07-2021,2
C348605L,05-12-2021,13-12-2021,8
C673068L,02-07-2021,08-04-2021,-85
C287376L,28-05-2022,06-03-2022,-83
C114466L,20-09-2021,31-03-2022,192
C592423L,18-07-2021,16-07-2021,-2
C407670L,19-09-2021,16-09-2021,-3
C244786L,03-11-2021,07-01-2022,65
C508126L,09-09-2021,29-10-2021,50
C823301L,08-08-2021,06-10-2022,424
C347731L,05-08-2022,08-07-2022,-28
C359997L,06-11-2021,02-08-2022,269
C928110L,08-06-2022,19-06-2022,11
C131307L,09-07-2021,11-03-2021,-120
C351587L,10-09-2021,10-04-2021,-153
C685666L,04-01-2022,14-01-2022,10
C437385L,28-02-2022,05-12-2022,280
C491883L,26-06-2022,06-11-2022,133
C186576L,19-05-2022,20-05-2022,1
C414678L,08-04-2022,14-04-2022,6
C693442L,24-09-2021,18-09-2021,-6
C578872L,01-01-2022,25-01-2022,24
C368853L,01-10-2021,30-10-2021,29
C577018L,09-01-2022,20-01-2022,11
C571902L,17-08-2021,19-10-2021,63
C358631L,21-08-2022,08-08-2022,-13
C822217L,25-11-2021,05-04-2022,131
C696203L,15-01-2022,03-03-2022,47
C538863L,14-07-2021,07-12-2021,146
C879647L,09-04-2022,04-07-2022,86
C766565L,04-04-2022,08-01-2022,-86
C851854L,01-07-2021,09-10-2021,100
C499813L,03-05-2022,31-05-2022,28
C819324L,03-09-2021,14-09-2021,11
C772704L,18-07-2021,08-02-2021,-160
C727528L,16-07-2021,19-07-2021,3
C214255L,28-10-2021,29-10-2021,1
C814366L,07-12-2021,26-02-2022,81
C406406L,08-07-2022,26-07-2022,18
C292536L,09-07-2021,20-07-2022,376
C815210L,14-09-2021,14-09-2021,0
C481192L,24-09-2021,21-09-2021,-3
C736540L,03-12-2021,18-12-2021,15
C210771L,04-07-2022,07-09-2022,65
C855079L,12-06-2022,06-07-2022,24
C245614L,21-07-2021,23-09-2021,64
C724582L,16-01-2022,28-01-2022,12
C749236L,25-02-2022,02-02-2022,-23
C140900L,16-11-2021,11-09-2021,-66
C203164L,25-10-2021,11-04-2021,-197
C997231L,23-12-2021,12-12-2021,-11
C328972L,10-11-2021,25-11-2021,15
C713972L,01-01-2022,19-02-2022,49
C635740L,22-01-2022,01-01-2022,-21
C664685L,09-02-2022,25-02-2022,16
C349980L,02-07-2021,15-12-2021,166
C623394L,26-09-2021,29-03-2022,184
C595698L,01-02-2022,25-02-2022,24
C362236L,21-09-2021,24-03-2022,184
C355402L,07-12-2021,12-10-2021,-56
C863827L,20-12-2021,24-12-2021,4
C173821L,16-07-2021,14-07-2021,-2
C136681L,24-07-2021,09-05-2021,-76
C763705L,17-09-2021,29-09-2021,12
C139135L,17-02-2022,20-02-2022,3
C279368L,24-03-2022,03-05-2022,40
C249867L,04-07-2021,15-07-2022,376
C970497L,26-11-2021,19-02-2022,85
C796218L,13-07-2021,28-10-2021,107
C394799L,07-09-2021,18-09-2021,11
C491617L,27-09-2021,22-09-2021,-5
C503407L,26-12-2021,12-02-2021,-317
C762523L,03-09-2021,13-09-2021,10
C360501L,10-07-2022,23-07-2022,13
C460493L,15-11-2021,15-06-2022,212
C227974L,08-07-2021,31-07-2021,23
C537394L,02-06-2022,06-09-2022,96
C290034L,12-02-2022,18-02-2022,6
C542850L,19-11-2021,28-11-2021,9
C902805L,22-01-2022,01-08-2022,191
C579215L,12-02-2022,27-02-2022,15
C702427L,01-07-2022,29-07-2022,28
C881371L,12-07-2022,22-07-2022,10
C348449L,07-07-2022,29-07-2022,22
C741829L,16-09-2021,23-09-2021,7
C430739L,02-02-2022,15-02-2022,13
C240208L,22-12-2021,01-01-2022,10
C820997L,17-08-2021,08-05-2021,-101
C300711L,25-09-2021,09-08-2021,-47
C661506L,27-02-2022,27-02-2022,0
C986837L,17-07-2021,12-09-2021,57
C210702L,18-11-2021,12-12-2021,24
C535715L,28-06-2022,13-06-2022,-15
C930868L,15-05-2022,18-05-2022,3
C713425L,21-09-2021,11-03-2021,-194
C227184L,02-08-2021,09-02-2021,-174
C724228L,19-07-2022,30-07-2022,11
C825710L,15-08-2021,12-02-2021,-184
C816773L,12-05-2022,07-05-2022,-5
C182031L,13-07-2021,08-02-2021,-155
C179670L,17-08-2022,08-11-2022,83
C216058L,24-07-2022,28-07-2022,4
C736562L,18-09-2021,30-03-2022,193
C521348L,03-09-2021,19-09-2021,16
C820319L,24-11-2021,27-11-2021,3
C789047L,26-01-2022,13-01-2022,-13
C436261L,25-07-2021,27-07-2021,2
C681410L,08-07-2021,07-06-2021,-31
C145737L,08-07-2021,15-07-2021,7
C563349L,09-09-2021,28-09-2021,19
C700565L,20-05-2022,22-05-2022,2
C638038L,08-05-2022,25-05-2022,17
C317777L,06-12-2021,12-01-2021,-328
C263779L,18-08-2021,08-04-2021,-132
C448320L,20-07-2021,23-10-2021,95
C983543L,21-08-2022,08-09-2022,18
C934957L,20-12-2021,22-12-2021,2
C137906L,03-11-2021,18-11-2021,15
C208795L,12-10-2021,10-04-2021,-185
C461382L,14-12-2021,05-01-2022,22
C385750L,08-07-2022,29-07-2022,21
C841181L,21-04-2022,13-04-2022,-8
C370621L,15-08-2021,21-08-2021,6
C756592L,15-04-2022,19-04-2022,4
C900915L,15-09-2021,12-07-2021,-65
C713431L,22-06-2022,06-06-2022,-16
C729877L,27-07-2021,01-01-2022,158
C163482L,04-07-2021,29-07-2021,25
C332046L,17-10-2021,28-10-2021,11
C586717L,12-08-2021,20-08-2021,8
C311438L,11-06-2022,18-06-2022,7
C908342L,07-07-2021,17-07-2021,10
C607118L,20-09-2021,24-10-2021,34
C890155L,09-04-2022,04-05-2022,25
C487379L,25-10-2021,10-04-2021,-198
C137975L,16-12-2021,17-12-2021,1
C279591L,02-06-2022,13-06-2022,11
C885565L,10-09-2021,09-07-2021,-63
C153734L,19-09-2021,14-09-2021,-5
C314395L,06-05-2022,18-05-2022,12
C353508L,06-03-2022,03-01-2022,-62
C569230L,01-02-2022,18-03-2022,45
C157340L,15-09-2021,18-09-2021,3
C965864L,17-06-2022,06-01-2022,-162
C955087L,08-11-2021,26-11-2021,18
C854229L,12-11-2021,28-11-2021,16
C934429L,26-11-2021,30-11-2021,4
C770029L,16-07-2021,10-01-2021,-187
C269536L,11-12-2021,12-09-2021,-90
C624290L,26-11-2021,12-05-2021,-198
C691738L,05-07-2021,31-07-2021,26
C956638L,05-11-2021,11-01-2021,-298
C399878L,24-11-2021,22-11-2021,-2
C392662L,07-09-2021,24-09-2021,17
C355658L,05-02-2022,26-02-2022,21
C318908L,04-04-2022,21-04-2022,17
C599590L,21-10-2021,10-11-2021,20
C427029L,08-08-2021,27-08-2021,19
C909222L,11-11-2021,23-11-2021,12
C690478L,15-10-2021,10-11-2021,26
C669116L,18-11-2021,11-08-2021,-99
C666340L,19-04-2022,04-03-2022,-46
C749562L,25-07-2021,07-11-2022,470
C824224L,28-10-2021,29-10-2021,1
C776904L,17-08-2021,20-08-2021,3
C922594L,04-12-2021,12-07-2021,-145
C767768L,13-10-2021,21-10-2021,8
C150653L,07-06-2022,16-06-2022,9
C559662L,23-07-2021,07-03-2021,-138
C348049L,13-07-2021,19-09-2021,68
C163985L,18-12-2021,29-12-2021,11
C331662L,01-04-2022,14-04-2022,13
C166348L,26-09-2021,20-09-2021,-6
C825216L,10-07-2021,08-02-2021,-152
C446421L,10-07-2022,07-06-2022,-33
C892699L,10-12-2021,24-12-2021,14
C828392L,07-11-2021,12-08-2021,-87
C996508L,10-07-2021,15-07-2021,5
C364393L,12-03-2022,14-03-2022,2
C120985L,27-11-2021,04-01-2022,38
C365675L,15-07-2021,07-07-2021,-8
C848074L,03-06-2022,07-01-2022,-147
C365826L,24-04-2022,04-08-2022,102
C741725L,25-08-2022,08-06-2022,-78
C262890L,07-08-2021,08-02-2021,-180
C184584L,25-02-2022,05-07-2022,130
C913874L,05-06-2022,06-01-2022,-150
C871391L,17-04-2022,26-07-2022,100
C671496L,10-09-2021,29-09-2021,19
C822661L,28-02-2022,15-02-2022,-13
C513828L,17-09-2021,24-09-2021,7
C261934L,08-09-2021,25-12-2021,108
C230531L,12-08-2021,08-07-2021,-35
C618173L,17-04-2022,21-04-2022,4
C651504L,17-09-2021,22-09-2021,5
C790491L,19-08-2021,21-09-2021,33
C780560L,26-09-2021,21-09-2021,-5
C575719L,01-05-2022,18-05-2022,17
C329062L,09-02-2022,16-02-2022,7
C804461L,02-09-2021,21-10-2021,49
C981765L,28-08-2021,08-05-2021,-112
C423334L,06-11-2021,01-04-2022,146
C159766L,20-03-2022,28-03-2022,8
C162978L,06-11-2021,12-08-2021,-86
C554105L,06-10-2021,10-02-2021,-238
C276832L,18-03-2022,15-07-2022,119
C331799L,26-08-2021,25-08-2021,-1
C680867L,14-08-2021,08-08-2021,-6
C371126L,14-04-2022,24-04-2022,10
C226430L,08-05-2022,13-08-2022,97
C941200L,12-07-2021,20-07-2021,8
C835857L,04-03-2022,03-07-2022,121
C424665L,09-11-2021,11-02-2021,-271
C326720L,08-07-2021,29-08-2021,52
C492939L,19-07-2022,07-03-2022,-134
C948816L,26-07-2021,24-07-2021,-2
C667928L,14-08-2021,18-08-2021,4
C512759L,25-06-2022,19-06-2022,-6
C507403L,22-07-2021,30-07-2021,8
C400500L,01-05-2022,14-05-2022,13
C605459L,06-01-2022,01-04-2022,85
C343951L,25-07-2021,22-07-2021,-3
C957057L,12-05-2022,17-05-2022,5
C491662L,20-10-2021,02-12-2022,408
C475353L,16-08-2021,21-08-2021,5
C324312L,28-01-2022,25-01-2022,-3
C451013L,22-11-2021,08-01-2022,47
C399668L,12-08-2021,30-12-2021,140
C239306L,21-07-2021,07-01-2021,-195
C617555L,19-03-2022,28-03-2022,9
C930191L,04-06-2022,06-07-2022,32
C346363L,10-10-2021,21-12-2021,72
C852354L,14-10-2021,11-08-2021,-64
C224404L,22-08-2021,17-09-2021,26
C633382L,13-07-2021,21-07-2021,8
C589584L,14-07-2021,24-07-2022,375
C665132L,27-07-2021,17-09-2021,52
C732924L,04-01-2022,31-01-2022,27
C196051L,28-07-2021,18-07-2021,-10
C417601L,16-01-2022,01-03-2022,44
C501413L,23-08-2021,18-08-2021,-5
C750160L,25-08-2021,16-08-2021,-9
C733350L,28-03-2022,04-08-2022,129
C922875L,27-07-2021,18-07-2021,-9
C969541L,05-08-2021,25-08-2021,20
C170658L,06-11-2021,11-07-2021,-118
C598721L,18-11-2021,17-05-2022,180
C821363L,23-02-2022,25-02-2022,2
C962381L,14-07-2021,24-07-2021,10
C808661L,09-08-2021,24-08-2021,15
C890419L,01-07-2021,07-10-2021,98
C560166L,28-02-2022,16-02-2022,-12
C819397L,05-04-2022,29-05-2022,54
C130909L,05-06-2022,23-06-2022,18
C137528L,16-01-2022,02-06-2022,137
C189105L,19-10-2021,13-10-2021,-6
C835403L,08-09-2021,23-09-2021,15
C319070L,10-01-2022,18-01-2022,8
C434444L,13-07-2021,15-07-2021,2
C120003L,05-09-2021,13-02-2022,161
C111795L,06-08-2022,08-03-2022,-151
C949094L,15-05-2022,14-07-2022,60
C496729L,04-07-2021,07-08-2021,34
C631413L,17-09-2021,09-12-2021,83
C989354L,01-10-2021,11-01-2021,-263
C182629L,24-07-2021,14-12-2021,143
C221318L,01-08-2021,08-08-2021,7
C179316L,05-12-2021,25-12-2021,20
C363012L,16-04-2022,15-04-2022,-1
C483498L,23-08-2021,19-08-2021,-4
C215298L,21-10-2021,23-10-2021,2
C576952L,18-12-2021,28-12-2021,10
C788999L,01-11-2021,19-03-2022,138
C813614L,15-08-2021,08-02-2021,-188
C954205L,21-03-2022,07-03-2022,-14
C859546L,22-12-2021,12-06-2021,-193
C195816L,22-12-2021,24-12-2021,2
C295721L,14-10-2021,10-01-2021,-277
C839755L,28-12-2021,13-05-2022,136
C854213L,27-01-2022,01-07-2022,155
C676303L,20-10-2021,10-01-2021,-283
C601425L,13-06-2022,06-04-2022,-68
C317259L,04-05-2022,30-05-2022,26
C499225L,17-11-2021,12-12-2021,25
C900628L,01-09-2021,26-10-2021,55
C305250L,01-07-2022,08-10-2022,99
C573259L,09-01-2022,01-08-2022,204
C383753L,18-10-2021,07-06-2022,232
C179018L,14-07-2021,08-02-2021,-156
C542963L,09-11-2021,08-11-2022,364
C410639L,14-09-2021,09-03-2021,-189
C593433L,25-11-2021,11-02-2021,-287
C782790L,04-12-2021,12-10-2021,-53
C843783L,04-08-2021,08-02-2021,-177
C901633L,17-09-2021,27-09-2021,10
C982253L,13-07-2021,24-07-2021,11
C143092L,20-04-2022,04-11-2022,198
C901892L,26-07-2022,07-04-2022,-110
C294880L,12-10-2021,31-10-2021,19
C417708L,14-02-2022,15-02-2022,1
C715033L,11-03-2022,03-09-2022,176
C882122L,04-11-2021,12-02-2021,-265
C390206L,13-07-2021,05-02-2022,207
C822231L,21-05-2022,19-05-2022,-2
C359917L,21-08-2021,26-08-2021,5
C679223L,20-02-2022,25-04-2022,64
C119187L,24-09-2021,11-10-2021,17
C307257L,07-05-2022,27-05-2022,20
C504001L,20-11-2021,19-05-2022,180
C954151L,17-05-2022,23-06-2022,37
C278051L,18-07-2022,30-07-2022,12
C118043L,19-10-2021,10-02-2021,-251
C310610L,18-04-2022,13-07-2022,86
C359165L,26-11-2021,27-11-2021,1
C612558L,20-08-2021,11-05-2021,-101
C755258L,22-01-2022,02-06-2022,131
C213343L,27-12-2021,18-12-2021,-9
C842855L,25-10-2021,16-10-2021,-9
C181436L,01-11-2021,07-11-2022,371
C770151L,25-07-2021,12-05-2021,-74
C961921L,15-08-2021,28-08-2021,13
C544122L,13-05-2022,08-03-2022,-66
C450367L,17-08-2021,08-07-2021,-40
C440667L,27-04-2022,28-04-2022,1
C528921L,20-12-2021,16-12-2021,-4
C960523L,26-11-2021,20-04-2022,145
C392983L,09-08-2021,24-08-2021,15
C827455L,15-03-2022,05-08-2022,143
C379337L,28-10-2021,25-10-2021,-3
C389017L,06-07-2021,09-07-2021,3
C661635L,23-12-2021,20-02-2022,59
C533321L,12-11-2021,22-12-2021,40
C711225L,21-10-2021,10-10-2021,-11
C601325L,25-10-2021,10-05-2021,-168
C846643L,15-10-2021,10-08-2021,-66
C915506L,08-10-2021,07-04-2022,181
C315116L,10-07-2021,07-07-2021,-3
C176721L,19-10-2021,29-03-2022,161
C660512L,08-03-2022,03-05-2022,56
C503582L,01-11-2021,13-11-2021,12
C520646L,27-02-2022,02-11-2022,248
C140927L,13-10-2021,13-10-2021,0
C569932L,04-07-2021,07-05-2021,-58
C534632L,14-03-2022,21-03-2022,7
C462603L,21-09-2021,14-09-2021,-7
C197222L,11-01-2022,17-01-2022,6
C727522L,28-01-2022,16-04-2022,78
C545418L,06-10-2021,26-10-2021,20
C457096L,04-07-2022,07-08-2022,34
C285417L,18-04-2022,17-04-2022,-1
C690107L,22-02-2022,02-08-2022,161
C293389L,01-09-2021,27-09-2021,26
C854263L,25-07-2022,17-07-2022,-8
C820507L,07-05-2022,28-05-2022,21
C624203L,17-04-2022,18-04-2022,1
C783608L,13-02-2022,20-02-2022,7
C890087L,10-06-2022,07-12-2022,180
C210751L,28-08-2021,29-08-2021,1
C796103L,09-07-2021,28-01-2022,203
C609754L,22-06-2022,06-11-2022,137
C192570L,11-05-2022,05-09-2022,117
C403187L,26-11-2021,26-03-2022,120
C642472L,07-11-2021,12-03-2021,-240
C416382L,28-09-2021,19-09-2021,-9
C535451L,23-07-2021,07-01-2021,-197
C831683L,03-07-2021,06-01-2022,187
C321799L,10-10-2021,10-11-2021,31
C891008L,03-08-2021,13-08-2021,10
C620483L,18-07-2022,24-07-2022,6
C821745L,06-11-2021,19-11-2021,13
C865561L,23-03-2022,03-09-2022,164
C933998L,04-09-2021,12-06-2021,-84
C860283L,10-09-2021,24-09-2021,14
C910180L,09-12-2021,15-01-2022,37
C745016L,23-07-2021,07-11-2021,107
C572081L,19-09-2021,06-07-2022,290
C519112L,24-06-2022,06-01-2022,-169
C126672L,18-12-2021,12-01-2021,-340
C559905L,21-10-2021,18-10-2021,-3
C636068L,26-01-2022,23-01-2022,-3
C277620L,21-02-2022,25-02-2022,4
C468569L,15-02-2022,27-02-2022,12
C304951L,10-11-2021,07-11-2022,362
C771769L,26-07-2021,23-07-2021,-3
C455218L,15-03-2022,03-08-2022,141
C503253L,22-07-2021,09-10-2021,79
C137305L,16-04-2022,26-04-2022,10
C461801L,08-04-2022,04-04-2022,-4
C762859L,03-07-2021,30-07-2021,27
C711764L,09-12-2021,27-12-2021,18
C725037L,20-06-2022,16-07-2022,26
C271531L,03-07-2021,15-09-2021,74
C889309L,25-09-2021,11-07-2021,-76
C405819L,28-09-2021,21-10-2021,23
C191638L,05-12-2021,12-07-2021,-146
C244357L,22-09-2021,10-01-2021,-255
C927548L,14-07-2022,14-07-2022,0
C916513L,23-12-2021,28-01-2022,36
C258667L,28-09-2021,23-09-2021,-5
C794879L,26-11-2021,02-11-2022,341
C324155L,08-12-2021,25-01-2022,48
C341015L,18-06-2022,07-05-2022,-42
C317606L,12-09-2021,25-09-2021,13
C645164L,27-08-2021,08-11-2021,73
C735239L,28-08-2021,20-04-2022,235
C488014L,19-04-2022,04-07-2022,76
C637337L,25-11-2021,04-12-2022,374
C684080L,16-09-2021,29-10-2021,43
C281813L,23-08-2021,31-08-2021,8
C435752L,05-11-2021,11-04-2021,-208
C877494L,02-09-2021,25-02-2022,176
C547456L,04-02-2022,22-02-2022,18
C388087L,04-01-2022,13-07-2022,190
C254812L,13-11-2021,27-02-2022,106
C487094L,25-01-2022,30-01-2022,5
C494548L,15-07-2022,16-07-2022,1
C874059L,16-01-2022,22-01-2022,6
C263041L,23-12-2021,01-10-2022,282
C830894L,04-11-2021,11-11-2021,7
C892614L,08-02-2022,18-02-2022,10
C734482L,12-08-2021,23-08-2021,11
C185779L,16-01-2022,31-01-2022,15
C117017L,02-09-2021,17-06-2022,288
C425987L,19-07-2021,16-07-2021,-3
C761888L,04-11-2021,23-11-2021,19
C451085L,03-10-2021,22-10-2021,19
C740131L,15-04-2022,04-04-2022,-11
C342990L,06-07-2022,13-07-2022,7
C833467L,22-08-2021,08-06-2021,-75
C214095L,15-01-2022,21-01-2022,6
C872183L,22-08-2022,08-07-2022,-45
C894815L,11-07-2021,15-08-2021,35
C895286L,16-07-2021,09-02-2021,-157
C354503L,07-02-2022,02-04-2022,54
C451226L,05-10-2021,31-10-2021,26
C663962L,13-07-2021,23-06-2022,345
C819107L,10-10-2021,30-10-2021,20
C225454L,12-05-2022,22-07-2022,71
C421043L,05-07-2021,31-07-2021,26
C910919L,21-07-2022,08-02-2022,-163
C225547L,19-01-2022,01-01-2022,-18
C546651L,07-07-2021,23-07-2021,16
C858876L,03-01-2022,16-01-2022,13
C795919L,08-05-2022,22-05-2022,14
C712908L,03-08-2021,14-01-2022,164
C885913L,16-06-2022,14-06-2022,-2
C802541L,10-01-2022,27-01-2022,17
C456801L,06-12-2021,17-12-2021,11
C340278L,14-05-2022,18-05-2022,4
C388058L,17-04-2022,04-05-2022,17
C888995L,12-12-2021,03-07-2022,203
C901490L,23-09-2021,09-07-2021,-76
C650240L,02-10-2021,25-10-2021,23
C543327L,13-07-2021,13-07-2021,0
C615777L,25-04-2022,14-04-2022,-11
C418133L,24-09-2021,27-09-2021,3
C508903L,22-11-2021,11-01-2021,-315
C496355L,16-08-2021,26-08-2021,10
C931640L,14-12-2021,12-11-2021,-32
C419070L,25-10-2021,01-06-2022,219
C554024L,09-05-2022,06-04-2022,-33
C874790L,10-02-2022,16-03-2022,34
C363500L,25-07-2021,07-03-2021,-140
C568016L,24-03-2022,03-11-2022,224
C269004L,22-01-2022,01-06-2022,130
C933480L,10-07-2022,17-07-2022,7
C830683L,03-11-2021,22-11-2021,19
C874922L,27-11-2021,14-12-2021,17
C115338L,18-03-2022,31-03-2022,13
C685409L,27-04-2022,04-03-2022,-54
C128609L,23-11-2021,19-11-2021,-4
C922717L,15-11-2021,04-05-2022,170
C736500L,16-09-2021,28-09-2021,12
C764276L,26-11-2021,02-07-2022,218
C361840L,02-07-2021,28-07-2021,26
C832050L,05-05-2022,26-05-2022,21
C261295L,26-09-2021,24-09-2021,-2
C144871L,02-10-2021,25-03-2022,174
C520362L,27-07-2021,04-08-2022,373
C656580L,15-08-2022,13-08-2022,-2
C129011L,08-07-2021,26-07-2021,18
C309355L,16-03-2022,22-03-2022,6
C655658L,08-12-2021,24-12-2021,16
C213152L,23-03-2022,05-11-2022,227
C508405L,20-06-2022,22-06-2022,2
C418738L,24-08-2022,08-08-2022,-16
C784378L,09-07-2021,29-12-2021,173
C549188L,13-02-2022,31-03-2022,46
C893893L,20-07-2022,30-07-2022,10
C719440L,16-05-2022,17-07-2022,62
C221844L,03-11-2021,02-03-2022,119
C245316L,16-05-2022,06-04-2022,-40
C189009L,02-07-2021,07-01-2021,-176
C192004L,10-10-2021,13-10-2021,3
C295317L,22-11-2021,20-11-2021,-2
C153551L,26-02-2022,02-09-2022,188
C174413L,14-06-2022,25-06-2022,11
C806347L,10-12-2021,12-06-2021,-181
C949498L,14-12-2021,12-04-2021,-246
C631361L,15-07-2021,14-01-2022,183
C337654L,19-07-2021,07-07-2021,-12
C738812L,22-08-2022,08-10-2022,47
C840032L,17-12-2021,28-12-2021,11
C795284L,21-08-2021,10-09-2021,20
C838641L,12-05-2022,05-12-2022,207
C814804L,24-07-2021,07-05-2021,-78
C588523L,17-11-2021,30-06-2022,225
C495724L,22-08-2021,15-08-2021,-7
C691329L,10-12-2021,12-11-2021,-28
C435496L,27-08-2021,16-03-2022,201
C813690L,21-02-2022,20-02-2022,-1
C147101L,28-12-2021,12-11-2021,-46
C371659L,23-07-2021,29-07-2021,6
C215643L,28-09-2021,06-03-2022,159
C459460L,16-10-2021,14-10-2021,-2
C692085L,20-12-2021,13-01-2022,24
C375595L,15-07-2021,22-07-2021,7
C568231L,18-11-2021,05-05-2022,168
C438548L,20-03-2022,05-12-2022,260
C345763L,21-07-2021,13-07-2021,-8
C939411L,21-11-2021,22-07-2022,243
C429196L,16-07-2021,27-07-2021,11
C880315L,14-10-2021,30-01-2022,108
C211164L,12-11-2021,26-11-2021,14
C241821L,26-09-2021,25-09-2021,-1
C998017L,14-11-2021,18-01-2022,65
C700491L,03-07-2022,07-06-2022,-26
C284081L,26-10-2021,11-04-2021,-198
C756271L,04-07-2021,10-03-2021,-116
C904890L,05-04-2022,21-04-2022,16
C775266L,17-06-2022,30-06-2022,13
C113767L,15-11-2021,12-03-2021,-248
C508875L,23-04-2022,22-04-2022,-1
C581735L,09-02-2022,20-02-2022,11
C646589L,13-06-2022,27-06-2022,14
C614339L,08-11-2021,25-11-2021,17
C115129L,15-11-2021,11-10-2021,-35
C339498L,19-06-2022,24-06-2022,5
C845035L,11-07-2021,26-08-2021,46
C115023L,15-12-2021,16-12-2021,1
C276703L,06-12-2021,12-06-2021,-177
C305030L,07-11-2021,17-04-2022,161
C870403L,17-08-2021,17-09-2021,31
C290087L,13-10-2021,20-10-2021,7
C451930L,13-05-2022,28-05-2022,15
C915214L,23-11-2021,15-03-2022,112
C421020L,07-07-2022,08-04-2022,-90
C789607L,24-09-2021,18-09-2021,-6
C406317L,27-11-2021,19-11-2021,-8
C699289L,12-08-2021,08-09-2021,27
